Matrix,Analyte,Conc Range,Method,Unit,Type,Source,Mean,Mean_gg,sd,sd_gg,log_mean,log_sd,H_sd,log_H_sd
SRM Matrix,Vitamin A,,VITA12,MG_P_KG,Interim Precision,CRM1849A,7.4,0.00001,0.182,1.82E-08,-5.13076828,-7.739928612,0.8760,-0.057480708
SRM Matrix,Vitamin A,,VITA12,MG_P_KG,Interim Precision,CRM1849A,7.4,0.00001,0.182,1.82E-08,-5.13076828,-7.739928612,0.8760,-0.057480708
PDR_INFANT,Vitamin B1,,VIB101,MG_P_KG,Repeatability,Duplicates,7.64,0.00001,0.223,2.23E-08,-5.116906641,-7.651695137,0.9001,-0.045705454
MISC_DAIRY,Vitamin B6 (Pyridoxine),,VITB01,MG_P_KG,Interim Precision,Replicates,7.86,0.00001,0.01,0.000000001,-5.104577454,-9,0.9221,-0.035231994
SAUCES,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,8.08,0.00001,0.417,4.17E-08,-5.092588639,-7.379863945,0.9440,-0.025047676
CHEMICAL,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,8.16,0.00001,0.06,0.000000006,-5.088309841,-8.22184875,0.9519,-0.021412901
PDR_WHEY,Nitrite,,NITR05,MG_P_KG,Repeatability,Duplicates,8.67,0.00001,0.108,1.08E-08,-5.061980903,-7.966576245,1.0022,0.000953138
CEREAL_PRD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,8.83,0.00001,0.386,3.86E-08,-5.054039296,-7.413412695,1.0179,0.007699413
CEREAL_PRD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,8.833424615,0.00001,0.386,3.86E-08,-5.053870893,-7.413412695,1.0182,0.007842469
SRM Matrix,Nitrate,,NITR05,MG_P_KG,Interim Precision,SRM121,8.85,0.00001,0.419,4.19E-08,-5.053056729,-7.377785977,1.0198,0.008534089
HERB_SPICE,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,9.17,0.00001,0.124,1.24E-08,-5.037630664,-7.906578315,1.0511,0.0216383
MISC_DAIRY,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,9.28,0.00001,0.322,3.22E-08,-5.032452024,-7.492144128,1.0618,0.026037477
SRM Matrix,Nitrate,,NITR05,MG_P_KG,Interim Precision,SRM17J,9.39,0.00001,0.356,3.56E-08,-5.027334408,-7.448550002,1.0725,0.030384815
PDR_MISC,Vitamin B3,,VITB01,MG_P_KG,Interim Precision,Replicates,9.49,0.00001,0.947,9.47E-08,-5.022733788,-7.023650021,1.0822,0.034292973
CONFECTION,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,9.58,0.00001,0.245,2.45E-08,-5.018634491,-7.610833916,1.0909,0.037775264
YOGHURT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,10.2,0.00001,0.092,9.20E-09,-4.991399828,-8.036212173,1.1506,0.060910702
CONFECTION,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,10.26,0.00001,0.26,0.000000026,-4.988852639,-7.585026652,1.1563,0.063074501
YOGHURT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,10.86,0.00001,0.091,9.10E-09,-4.964170175,-8.040958608,1.2135,0.084041884
MISC_DAIRY,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Interim Precision,Replicates,10.91,0.00001,0.799,7.99E-08,-4.962175249,-7.097453221,1.2183,0.085736543
FISH,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,11.02,0.00001,0.374,3.74E-08,-4.957818405,-7.427128398,1.2287,0.089437617
MISC_FOOD,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,11.65,0.00001,0.31,0.000000031,-4.933674075,-7.508638306,1.2881,0.109947864
CEREAL_PRD,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,12.22,0.00001,0.833,8.33E-08,-4.912928794,-7.079354999,1.3414,0.127570668
SRM Matrix,Vitamin B1 (Thiamine),,VITB01,MG_P_KG,Interim Precision,IRM001A,12.39,0.00001,0.498,4.98E-08,-4.906928694,-7.302770657,1.3573,0.132667664
FLAV_COLOR,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,12.56,0.00001,0.164,1.64E-08,-4.901010361,-7.785156152,1.3731,0.137695199
MEAT_PROD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,12.58,0.00001,0.311,3.11E-08,-4.900319359,-7.507239611,1.3749,0.138282194
MEAT_PROD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,12.58,0.00001,0.311,3.11E-08,-4.900319359,-7.507239611,1.3749,0.138282194
SRM Matrix,Vitamin B1,,VIB101,MG_P_KG,Interim Precision,IRM001A,12.82,0.00001,0.916,9.16E-08,-4.892111975,-7.038104526,1.3972,0.145254244
SRM Matrix,Nitrate,,NITR05,MG_P_KG,Interim Precision,SRM17K,12.98,0.00001,0.836,8.36E-08,-4.886725308,-7.077793723,1.4120,0.149830137
WATER,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,13.07,0.00001,0.038,3.80E-09,-4.883724412,-8.420216403,1.4203,0.152379353
FLAV_COLOR,Aluminium,,ICPM01,MG_P_KG,Interim Precision,Replicates,13.22,0.00001,0.573,5.73E-08,-4.878768545,-7.241845378,1.4341,0.156589288
CEREAL_PRD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,13.31,0.00001,0.386,3.86E-08,-4.875821945,-7.413412695,1.4424,0.159092381
FISH,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,14.23,0.00001,0.317,3.17E-08,-4.8467951,-7.498940738,1.5267,0.18375025
CEREAL_PRD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,15.44,0.00002,0.327,3.27E-08,-4.811352704,-7.485452247,1.6363,0.213858033
PDR_INFANT,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Interim Precision,Replicates,15.48,0.00002,1.566,1.57E-07,-4.810229044,-6.805208242,1.6399,0.214812566
PDR_WHPROT,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,15.53,0.00002,0.709,7.09E-08,-4.808828544,-7.149353765,1.6444,0.216002269
PDR_INFANT,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Repeatability,Duplicates,15.62,0.00002,0.319,3.19E-08,-4.80631897,-7.496209317,1.6525,0.218134115
PDR_INFANT,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,15.64,0.00002,0.615,6.15E-08,-4.805763251,-7.211124884,1.6543,0.21860619
MEATP_RAW,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,15.83,0.00002,0.716,7.16E-08,-4.800519085,-7.145086978,1.6713,0.22306103
PDR_FCMP,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Interim Precision,Replicates,16.04,0.00002,1.414,1.41E-07,-4.794795636,-6.849550591,1.6901,0.227923014
CHEESE,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,16.2,0.00002,0.056,5.60E-09,-4.790484985,-8.251811973,1.7045,0.231584847
CHEESE,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,16.2,0.00002,0.056,5.60E-09,-4.790484985,-8.251811973,1.7045,0.231584847
MEAT_PROD,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,16.84,0.00002,0.521,5.21E-08,-4.773657913,-7.283162277,1.7615,0.245879193
CONFECTION,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,17.22,0.00002,0.087,8.70E-09,-4.763966853,-8.060480747,1.7952,0.254111603
HERB_SPICE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,17.43,0.00002,0.512,5.12E-08,-4.758702613,-7.290730039,1.8138,0.258583496
FISH,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,17.76,0.00002,0.378,3.78E-08,-4.750557039,-7.4225082,1.8429,0.265503039
HERB_SPICE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,17.8,0.00002,0.505,5.05E-08,-4.749579998,-7.296708622,1.8464,0.266333021
BUTTER,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,17.86,0.00002,0.452,4.52E-08,-4.748118545,-7.344861565,1.8517,0.267574503
MEAT_BONE,Copper,,MICP01,MG_P_KG,Interim Precision,Replicates,18.32,0.00002,1.868,1.87E-07,-4.737074531,-6.728623128,1.8922,0.276956228
PET_FOOD,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,19.02,0.00002,1.352,1.35E-07,-4.720789487,-6.869023308,1.9534,0.290790128
MEAT_BONE,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,19.05,0.00002,0.309,3.09E-08,-4.72010502,-7.510041521,1.9560,0.291371573
PDR_FCMP,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,19.31,0.00002,1.031,1.03E-07,-4.714217726,-6.986741335,1.9787,0.29637274
PDR_SMP,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,19.85,0.00002,0.739,7.39E-08,-4.702239489,-7.131355562,2.0256,0.306548073
CEREAL_PRD,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,19.93,0.00002,0.653,6.53E-08,-4.700492701,-7.185086819,2.0325,0.308031943
SRM Matrix,Vitamin B2,,VIB201,MG_P_KG,Interim Precision,IRM001A,20.05,0.00002,1.282,1.28E-07,-4.697885623,-6.892111975,2.0429,0.310246617
PDR_MISC,Vitamin B3,,VITB01,MG_P_KG,Repeatability,Duplicates,20.45,0.00002,0.048,4.80E-09,-4.689306688,-8.318758763,2.0775,0.317534294
FISH,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,20.74,0.00002,0.466,4.66E-08,-4.683191248,-7.331614083,2.1025,0.322729268
MEATP_RAW,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,20.76,0.00002,1.092,1.09E-07,-4.682772651,-6.961777362,2.1042,0.32308486
SRM Matrix,Vitamin B1,,VIB101,MG_P_KG,Interim Precision,SRM42H,21.21,0.00002,1.377,1.38E-07,-4.673459331,-6.86106606,2.1429,0.330996385
SRM Matrix,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Interim Precision,IRM001A,22.16,0.00002,1.209,1.21E-07,-4.654430244,-6.917573699,2.2241,0.34716131
SRM Matrix,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Interim Precision,IRM001,22.77,0.00002,0.9,0.00000009,-4.642636969,-7.045757491,2.2760,0.35717952
CEREAL_PRD,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,23.73,0.00002,1.367,1.37E-07,-4.624702262,-6.864231485,2.3573,0.372414785
MISC_FOOD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,24.53,0.00002,0.84,0.000000084,-4.610302452,-7.075720714,2.4246,0.384647207
MISC_FOOD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,24.53,0.00002,0.84,0.000000084,-4.610302452,-7.075720714,2.4246,0.384647207
MEAT_BONE,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,24.78,0.00002,0.27,0.000000027,-4.605898698,-7.568636236,2.4456,0.38838813
PDR_MILK,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,25.49,0.00003,0.522,5.22E-08,-4.593630165,-7.282329497,2.5050,0.398810065
PDR_WHPROT,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,26.44,0.00003,0.581,5.81E-08,-4.577738549,-7.235823868,2.5841,0.412309754
PDR_MISC,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Interim Precision,Replicates,27.29,0.00003,3.808,3.81E-07,-4.563996464,-6.41930306,2.6545,0.423983449
PDR_CHEESE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,27.48,0.00003,0.288,2.88E-08,-4.560983272,-7.540607512,2.6702,0.426543111
PDR_CHEESE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,27.48,0.00003,0.288,2.88E-08,-4.560983272,-7.540607512,2.6702,0.426543111
PDR_FCMP,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,28.45,0.00003,0.265,2.65E-08,-4.545917729,-7.576754126,2.7501,0.439341064
MISC_FOOD,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,29.12,0.00003,1.643,1.64E-07,-4.535808629,-6.784362437,2.8050,0.447928592
PDR_FCMP,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,29.22,0.00003,0.271,2.71E-08,-4.534319788,-7.567030709,2.8132,0.44919334
MEATP_RAW,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,30.42,0.00003,1.759,1.76E-07,-4.51684079,-6.754734161,2.9110,0.464041487
MISC_PDR,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,30.99,0.00003,0.225,2.25E-08,-4.508778424,-7.647817482,2.9573,0.470890347
MISC_PDR,Aluminium,,ICPM01,MG_P_KG,Repeatability,Duplicates,31.05,0.00003,0.406,4.06E-08,-4.507938395,-7.391473966,2.9621,0.471603938
MISC_FOOD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,31.72,0.00003,0.474,4.74E-08,-4.498666821,-7.324221658,3.0163,0.479480001
MISC_FOOD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,31.72,0.00003,0.474,4.74E-08,-4.498666821,-7.324221658,3.0163,0.479480001
SRM Matrix,D Lactic Acid,,LACA02,MG_P_KG,Interim Precision,SRM41C,31.91,0.00003,6.567,6.57E-07,-4.496073196,-6.182632984,3.0317,0.481683247
PDR_MISC,Vitamin B2 (Riboflavin),,VITB01,MG_P_KG,Repeatability,Duplicates,32.4,0.00003,0.176,1.76E-08,-4.48945499,-7.754487332,3.0712,0.487305314
MISC_DAIRY,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,32.63,0.00003,0.473,4.73E-08,-4.486382926,-7.325138859,3.0897,0.489914986
ENVIRONMNT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,32.73,0.00003,0.108,1.08E-08,-4.485053995,-7.966576245,3.0977,0.491043893
ENVIRONMNT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,32.73,0.00003,0.108,1.08E-08,-4.485053995,-7.966576245,3.0977,0.491043893
WATER,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,33.78,0.00003,0.08,0.000000008,-4.471340355,-8.096910013,3.1820,0.502693425
MISC_DAIRY,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,33.94,0.00003,0.7,0.00000007,-4.469288162,-7.15490196,3.1947,0.504436732
MISC_PROD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,34.75,0.00003,0.25,0.000000025,-4.459045191,-7.602059991,3.2594,0.513137982
MISC_PROD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,34.75,0.00003,0.25,0.000000025,-4.459045191,-7.602059991,3.2594,0.513137982
CHEESE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,35.62,0.00004,0.644,6.44E-08,-4.448306085,-7.191114133,3.3286,0.522260692
CHEESE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,35.72,0.00004,0.632,6.32E-08,-4.44708855,-7.199282922,3.3365,0.523294969
MEAT_PROD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,35.99,0.00004,0.339,3.39E-08,-4.443818153,-7.469800302,3.3579,0.526073122
MEAT_PROD,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,35.99,0.00004,0.339,3.39E-08,-4.443818153,-7.469800302,3.3579,0.526073122
WATER,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,36.2,0.00004,1.573,1.57E-07,-4.441291429,-6.803271277,3.3746,0.528219536
PDR_INFANT,Pantothenic Acid,,VIB501,MG_P_KG,Interim Precision,Replicates,37.62,0.00004,3.379,3.38E-07,-4.424581209,-6.471211808,3.4867,0.542414618
SRM Matrix,Vitamin B2,,VIB201,MG_P_KG,Interim Precision,SRM42H,37.75,0.00004,3.606,3.61E-07,-4.423083044,-6.442974278,3.4969,0.543687286
MEATP_RAW,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,38.23,0.00004,1.032,1.03E-07,-4.417595702,-6.986320303,3.5347,0.548348701
MISC_DAIRY,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,38.25,0.00004,0.357,3.57E-08,-4.417368561,-7.447331784,3.5362,0.548541654
PDR_INFANT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,38.65,0.00004,0.238,2.38E-08,-4.412850502,-7.623423043,3.5676,0.552379678
PDR_MILK,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,38.94,0.00004,0.302,3.02E-08,-4.409604053,-7.519993057,3.5904,0.555137487
PDR_INFANT,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,38.97,0.00004,0.254,2.54E-08,-4.409269594,-7.595166283,3.5927,0.555421605
PDR_WPC,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,39.69,0.00004,1.486,1.49E-07,-4.401318901,-6.827981191,3.6490,0.562175599
PDR_SMP,Nitrate,,NITR05,MG_P_KG,Repeatability,Duplicates,40.12,0.00004,0.082,8.20E-09,-4.396639076,-8.086186148,3.6826,0.566151041
PDR_SMP,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,40.61,0.00004,0.49,0.000000049,-4.391367011,-7.30980392,3.7207,0.570629581
PDR_SMP,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,41.05,0.00004,0.481,4.81E-08,-4.386686839,-7.317854924,3.7550,0.574605317
PDR_MISC,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,41.5,0.00004,4.562,4.56E-07,-4.381951903,-6.340844719,3.7899,0.578627574
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,42.26,0.00004,1.001,1.00E-07,-4.374070507,-6.999565923,3.8488,0.585322701
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,42.26,0.00004,1.001,1.00E-07,-4.374070507,-6.999565923,3.8488,0.585322701
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,42.56,0.00004,1.231,1.23E-07,-4.370998381,-6.909741947,3.8720,0.587932427
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,42.56,0.00004,1.231,1.23E-07,-4.370998381,-6.909741947,3.8720,0.587932427
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,43,0.00004,1.073,1.07E-07,-4.366531544,-6.969400278,3.9060,0.591726937
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,43.02,0.00004,1.106,1.11E-07,-4.366329594,-6.956244873,3.9075,0.591898491
MISC_DAIRY,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,43.18,0.00004,0.468,4.68E-08,-4.364717362,-7.329754147,3.9198,0.593268058
PET_FOOD,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,43.21,0.00004,2.068,2.07E-07,-4.364415734,-6.684449466,3.9222,0.593524287
ENVIRONMNT,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,43.28,0.00004,0.988,9.88E-08,-4.363712748,-7.005243055,3.9275,0.594121463
ENVIRONMNT,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,43.28,0.00004,0.988,9.88E-08,-4.363712748,-7.005243055,3.9275,0.594121463
FISH,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,43.46,0.00004,4.751,4.75E-07,-4.361910278,-6.32321497,3.9414,0.595652634
FISH,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,43.46,0.00004,4.751,4.75E-07,-4.361910278,-6.32321497,3.9414,0.595652634
PET_FOOD,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,43.59,0.00004,1.005,1.01E-07,-4.360613131,-6.997833938,3.9514,0.596754541
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,43.72,0.00004,1.35,0.000000135,-4.359319847,-6.869666232,3.9614,0.597853166
SRM Matrix,Zinc,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,43.73,0.00004,1.326,1.33E-07,-4.359220523,-6.877456476,3.9622,0.597937541
SRM Matrix,Pantothenic Acid,,VIB501,MG_P_KG,Interim Precision,IRM001,44.23,0.00004,2.781,2.78E-07,-4.354283061,-6.555799011,4.0007,0.60213184
PDR_SMP,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,44.93,0.00004,4.165,4.17E-07,-4.347463581,-6.380384994,4.0544,0.607924886
PDR_SMP,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,44.93,0.00004,4.165,4.17E-07,-4.347463581,-6.380384994,4.0544,0.607924886
PDR_MISC,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,46.71,0.00005,0.132,1.32E-08,-4.330590133,-7.879426069,4.1904,0.622258627
PDR_MISC,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,46.71,0.00005,0.132,1.32E-08,-4.330590133,-7.879426069,4.1904,0.622258627
PDR_WHPROT,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,47.2,0.00005,2.88,0.000000288,-4.326058001,-6.540607512,4.2277,0.626108605
PDR_INFANT,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,47.4,0.00005,2.561,2.56E-07,-4.324221658,-6.591590422,4.2430,0.627668551
PDR_INFANT,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,48.56,0.00005,2.795,2.80E-07,-4.313721322,-6.553618188,4.3310,0.636588429
PDR_WHPROT,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,50.66601442,0.00005,1.791,1.79E-07,-4.295283258,-6.746904414,4.4901,0.652251288
CASEINATE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,52.18,0.00005,0.63,0.000000063,-4.282495925,-7.200659451,4.6038,0.663113935
CASEINATE,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,52.18,0.00005,0.63,0.000000063,-4.282495925,-7.200659451,4.6038,0.663113935
PDR_MILK,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,53.43,0.00005,0.452,4.52E-08,-4.272214826,-7.344861565,4.6973,0.671847575
PDR_BMP,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,53.69,0.00005,3.408,3.41E-07,-4.270106596,-6.467500414,4.7167,0.673638485
MEAT_PROD,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,54.6,0.00005,3.809,3.81E-07,-4.262807357,-6.419189027,4.7845,0.679839079
PDR_WHPROT,Nitrate,,NITR05,MG_P_KG,Repeatability,Duplicates,54.76,0.00005,1.818,1.82E-07,-4.261536561,-6.740406121,4.7964,0.680918601
SRM Matrix,Pantothenic Acid,,VIB501,MG_P_KG,Interim Precision,IRM001A,54.87,0.00005,3.825,3.83E-07,-4.26066504,-6.417368561,4.8046,0.681658945
PDR_MILK,Zinc,,MICP01,MG_P_KG,Repeatability,Duplicates,55.59,0.00006,0.452,4.52E-08,-4.255003326,-7.344861565,4.8581,0.686468486
ENVIRONMNT,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,56.26,0.00006,0.328,3.28E-08,-4.249800272,-7.484126156,4.9078,0.690888402
SRM Matrix,Vitamin B3 (Niacinamide),,VITB01,MG_P_KG,Interim Precision,IRM001,58.6,0.00006,1.528,1.53E-07,-4.232102384,-6.815876646,5.0807,0.705922493
PDR_MISC,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,59.27,0.00006,0.202,2.02E-08,-4.227165073,-7.694648631,5.1300,0.710116665
PDR_BLEND,Copper,,MICP01,MG_P_KG,Repeatability,Duplicates,59.37,0.00006,0.336,3.36E-08,-4.226432951,-7.473660723,5.1373,0.710738591
BEVERAGES,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,60.63,0.00006,0.754,7.54E-08,-4.217312432,-7.122628654,5.2298,0.718486335
FISH,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,61.56,0.00006,3.467,3.47E-07,-4.210701389,-6.460046158,5.2979,0.724102317
SRM Matrix,Iron,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,61.74270606,0.00006,1.736,1.74E-07,-4.20941434,-6.760450279,5.3112,0.725195646
PDR_INFANT,Vitamin B3,,VITB01,MG_P_KG,Interim Precision,Replicates,62.304,0.00006,1.9907,1.99E-07,-4.20548407,-6.700994184,5.3522,0.728534351
PDR_INFANT,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,63.67,0.00006,0.449,4.49E-08,-4.19606515,-7.347753659,5.4517,0.736535583
SRM Matrix,Iron,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,63.75,0.00006,2.09,0.000000209,-4.195519811,-6.679853714,5.4576,0.73699884
PDR_MILK,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,63.78,0.00006,1.544,1.54E-07,-4.195315485,-6.811352704,5.4597,0.737172412
PDR_MILK,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,63.78,0.00006,1.544,1.54E-07,-4.195315485,-6.811352704,5.4597,0.737172412
PDR_MPC,Nitrate,,NITR05,MG_P_KG,Interim Precision,Replicates,63.88,0.00006,1.521,1.52E-07,-4.194635093,-6.817870786,5.4670,0.737750395
ENVIRONMNT,Vitamin B3,,VITB01,MG_P_KG,Repeatability,Duplicates,64.89,0.00006,2.554,2.55E-07,-4.187822226,-6.592779107,5.5404,0.743537823
ENVIRONMNT,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,66.12,0.00007,1.432,1.43E-07,-4.179667155,-6.844056982,5.6294,0.750465433
PET_FOOD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,68.83,0.00007,2.74,0.000000274,-4.16222223,-6.562249437,5.8248,0.765284635
PDR_INFANT,Iron,,MICP01,MG_P_KG,Interim Precision,Replicates,69.05,0.00007,3.014,3.01E-07,-4.160836317,-6.520856752,5.8407,0.766461948
MISC_DAIRY,Vitamin B3,,VITB01,MG_P_KG,Interim Precision,Replicates,71.189,0.00007,2.4395,2.44E-07,-4.147587108,-6.612699178,5.9940,0.777716953
PDR_INFANT,Vit E (as dl-alpha-Tocopherol),,VITE05,MG_P_KG,Interim Precision,Replicates,73.75,0.00007,1.417,1.42E-07,-4.132237975,-6.84863015,6.1767,0.79075581
PDR_FCMP,Lactic Acid TSNF,,LACA01,MG_P_KG,Interim Precision,Replicates,77.59593498,0.00008,13.551,1.36E-06,-4.11016103,-5.868028655,6.4493,0.809509845
PDR_FCMP,Lactic Acid TSNF,,LACA01,MG_P_KG,Interim Precision,Replicates,77.6,0.00008,13.551,1.36E-06,-4.110138279,-5.868028655,6.4495,0.809529171
FISH,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,78.91,0.00008,2.227,2.23E-07,-4.102867957,-6.652279783,6.5419,0.815705201
BEVERAGES,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,80.65,0.00008,1.161,1.16E-07,-4.093395628,-6.93516778,6.6643,0.823751802
PDR_INFANT,dl-alpha-Tocopherol,,VITE01,MG_P_KG,Interim Precision,Replicates,81.7,0.00008,4.293,4.29E-07,-4.087777943,-6.367239112,6.7379,0.82852394
PDR_INFANT,Vitamin B3,,VITB01,MG_P_KG,Repeatability,Duplicates,84.42,0.00008,0.232,2.32E-08,-4.073554652,-7.634512015,6.9280,0.840606413
PET_FOOD,Zinc,,MICP01,MG_P_KG,Interim Precision,Replicates,86.04,0.00009,3.234,3.23E-07,-4.065299598,-6.490259984,7.0408,0.847618958
SRM Matrix,Iron,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,88.49,0.00009,1.625,1.63E-07,-4.053105805,-6.789146635,7.2107,0.857977402
